37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	41	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	41	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	0	0	0	41	0	0	0	0	0	0	0	0	0	
42	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	41	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	41	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	41	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	41	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	41	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	41	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	41	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
42	0	0	0	0	40	39	0	0	0	0	0	0	0	
42	0	0	0	41	40	39	0	0	0	0	0	0	0	
42	0	0	0	0	40	39	0	0	0	0	0	0	0	
42	0	0	0	0	40	39	0	0	0	0	0	0	0	
41	0	0	0	0	40	39	0	0	0	0	0	0	0	
42	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	41	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
41	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	41	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
41	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	41	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
41	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	41	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
41	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	41	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
41	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	41	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
41	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
42	0	0	0	0	40	39	0	0	0	0	0	0	0	
42	0	0	0	41	40	39	0	0	0	0	0	0	0	
42	0	0	0	0	40	39	0	0	0	0	0	0	0	
42	0	0	0	0	40	39	0	0	0	0	0	0	0	
41	0	0	0	0	40	39	0	0	0	0	0	0	0	
42	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	41	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
41	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	41	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
41	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	0	40	39	0	0	0	0	0	0	0	
37	0	0	0	41	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	41	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	41	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	41	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	41	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	0	0	0	41	0	0	0	0	0	0	0	0	0	
42	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	41	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	41	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	41	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	41	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
